label,text
6,President Donald Trump is set to give an address to a joint session of Congress on Tuesday -- but it technically won't be his first State of the Union address.
6,"President Donald Trump noted with some exasperation Monday the complexity of the nation's health laws, which he's vowed to reform as part of a bid to scrap Obamacare."
3,"The Pentagon has sent President Donald Trump what it calls a ""preliminary framework"" for options to ramp up the US battle against ISIS, in a plan he requested in order to make good on his campaign vow to crush the extremist group."
6,"Former President George W. Bush was asked about the media during an interview on NBC's ""Today,"" he responded that media is essential to democracy and that power is addictive."
5,"The big moment for ""Moonlight"" came after presenters Warren Beatty and Faye Dunaway accidentally announced the wrong winner. Here's how it happened."
10,"Mobile World Congress kicked off over the weekend with press conferences from Samsung, Sony, LG and Motorola. But all anyone seems to care about is a.."
10,"Samsung is set to announce the Galaxy S8 smartphone in late March, but the two videos and a couple of images embedded here appear to show working units. The.."
10,"When Microsoft launched the Surface line back in 2012, its combination of a tablet and keyboard cover (married with a smart kickstand), was innovative. With.."
10,SoftBank is being linked with an investment that could value WeWork at more than $20 billion. CNBC reported that the Japanese telco giant is gearing up to..
9,England opener Alex Hales will join his side on their tour of the West Indies after recovering from a hand fracture.
9,"The former gymnast, a darling of the 1972 Munich Olympics, auctions off her medals to pay the bills."
10,"One of UK's top scientists, Sir Paul Nurse, says experts are being ""derided and pushed back""."
9,"Text and radio coverage as Leicester, without the sacked Claudio Ranieri, take on Liverpool, who can go third with a win."
6,Congressional Republicans return to Washington Monday prepared to plow ahead with their agenda after a long week back in their districts where high-octane town halls featuring contentious run-ins with constituents dominated headlines.
6,Republicans return to Washington on Monday to what is becoming an increasingly daunting undertaking: Dismantling Obamacare.
9,David Haye and Tony Bellew are kept apart by security guards but exchange insults at a heated Liverpool news conference.
9,"Text and radio coverage as Leicester, without the sacked Claudio Ranieri, take on Liverpool, who can go third with a win."
10,Uber Technologies Inc. executive Amit Singhal resigned after the ride-hailing company learned of sexual harassment allegations from his previous job at Google.
6,"President Donald Trump said his address to a joint session of Congress Tuesday will offer “something special” on his health-care overhaul efforts, as his administration gets increasingly involved with Republican plans to repeal and replace Obamacare."
15,Trial jury at Leeds Crown Court discharged after attempts were made to bribe jurors.
10,The US rocket company says the customers have already paid for the flight planned for late 2018.
3,The incident marks the second major attack against a Jewish cemetery in the past week.
15,"While murder has long lost the capacity to shock in El Salvador, Gustavito's death has hit a nerve."
9,Watch BBC One live on BBC iPlayer.
9,Leicester produce a superb display to beat Liverpool and move out of the bottom three in their first game since the sacking of Claudio Ranieri.
9,"Andrew Flintoff, Robbie Savage & Matthew Syed talk sport, life and everything in-between."
10,Elon Musk’s Space Exploration Technologies Corp. plans to send two private citizens on a trip around the moon late next year as it continues to work with NASA for a crewed mission to the International Space Station.
6,More than 120 retired generals and admirals signed a letter Monday pushing back on the White House's proposal to make major cuts to diplomacy and development.
6,"Rep. Adam Schiff, ranking member of the House Intelligence Committee, says that without an independent analysis, it's too early to draw conclusions about Trump advisers' involvement with Russian officials. Schiff's statement differs from the opinion of the committee's chairman, Rep. Devin Nunes. CNN's Jim Sciutto breaks it down."
6,The Department of Homeland Security is exploring ways to make it easier to hire agents to help fulfill President Donald Trump's ambitious border security plans
10,Elon Musk said two tourists will travel around the moon in 2018 with SpaceX.
10,"Uber's SVP of engineering, Amit Singhal, left the company earlier today after Uber CEO Travis Kalanick asked him to step down, Recode reports. According to.."
10,"Elon Musk promised some SpaceX news today, and it looks like it just made its way out: The company is going to send two people on a trip around the moon. But.."
10,Boston Dynamics' wheeled Handle robot received much fanfare earlier this month when DFJ partner Steve Jurvetson slipped us an early video from a company..
10,Samsung just released a press statement declaring its Galaxy S7 edge as winning the best smartphone award at Mobile World Congress 2017. That didn't happen...
6,President Donald Trump’s plan to slash the Environmental Protection Agency’s $8.3 billion budget would almost certainly mean making deep cuts to programs that protect the air and water and invoke fierce protests from environmentalists.
13,Morgan Stanley said it took a $70 million charge tied to tax-reporting errors by its brokerage business from 2011 to 2016.
5,"On stage in front of the biggest movie stars in the world, documentary filmmaker Ezra Edelman clutched his first Oscar and thanked a fellow newcomer to the Hollywood awards circuit: ESPN."
9,"Match of the Day 2 pundit Dietmar Hamann says Leicester's 3-1 victory over Liverpool shows that the club made the ""right decision"" to sack manager Claudio Ranieri."
6,"President Donald Trump signed off on press secretary Sean Spicer's decision to check aides' cell phones to make certain they weren't communicating with reporters by text message or through encrypted apps, multiple sources confirmed to CNN on Monday."
15,The coroner examined whether the UK government and travel firms failed to protect British tourists.
10,"There is no screening programme for the disease, so patients say it would be of ""enormous benefit""."
6,"Huge numbers of draughty homes could stop it meeting emissions targets by 2050, a report says."
15,"There were 23,000 allegations of abuse by care workers in people's homes between 2013 and 2016."
16,Hens have been kept in barns for weeks under emergency measures to limit the spread of bird flu.
15,The move is part of a fresh wave of industrial action announced by officers in England and Wales.
5,A government-backed review says greater openness on race and pay could help stamp out inequality.
6,The leader of the largest group of House conservatives said Monday he couldn’t support the party’s existing Obamacare replacement strategy.
3,Exxon Mobil Corp. is pinning its fortunes closer to home as new CEO Darren Woods veers from the oil titan’s longtime focus on Asian and African riches.
3,"Communist leaders are looking to casinos, horse betting and modern lottery-ticket machines to raise money for schools and hospitals."
13,Concerned venture capitalists sit out the stock market’s Trump bump.
6,"Billionaire Wilbur Ross was confirmed as U.S. Commerce secretary by the Senate, clearing the way for one of President Donald Trump’s key trade officials to take office."
3,"OPEC’s output agreement may have put a floor under prices, but it has also prompted the return of U.S. shale."
6,U.S. Attorney General Jeff Sessions said for the first time that he’ll recuse himself if necessary from investigations into contacts that associates of President Donald Trump may have had with Russian government officials.
10,"Taxi driver Theo Ellis, the first person in Europe to drive Toyota Motor Corp.’s hydrogen-powered Mirai sedan for business, loves telling passengers about the technology that emits nothing but water."
6,"President Donald Trump said he believes former President Barack Obama has been behind the leaks within his administration and the sizable, angry town hall crowds Republicans have faced across the country."
6,Members of the House Intelligence Committee agreed Monday evening on the boundaries of their investigation into Russia's alleged interference in the US elections.
6,"Vermont Sen. Bernie Sanders described health care as ""very, very complicated,"" hours after President Donald Trump said, ""Nobody knew health care could be so complicated."""
6,An early glimpse at President Donald Trump's first budget proposal offers the clearest blueprint yet of how he plans to remake the nation.
6,President Donald Trump outlined some very broad strokes of his budget proposal during remarks in Washington Monday.
6,President Trump will be under pressure to explain his deep budget cuts and plans to replace Obamacare when he addresses Congress tomorrow
6,"The president promises a ""new chapter of American greatness"" in a speech to Congress."
3,They could face the death penalty if convicted of murdering the North Korean leader's brother.
16,"School children are being served chicken produced 6,000 miles away in Thailand, a BBC investigation has found."
6,"Ian Pannell reports from the city of Baltimore, where 25% of the population lives in poverty."
9,Newcastle score twice in the final 10 minutes to come from behind to beat Championship promotion rivals Brighton.
9,Mikey Devlin scores the winner as Hamilton climb to ninth in the Premiership with victory over Aberdeen.
9,Liverpool offers to host the 2022 Commonwealth Games after hosts Durban admit funding concerns.
9,"McLaren's dire start to pre-season testing continues with a second day of problems with Honda's new engine, as Ferrari set the pace."
9,"Cyclist Jess Varnish has not given up hope of resuming her career after being dropped from British Cycling's elite programme, says her lawyer."
9,James Taylor says he learning to trust his heart again after having an internal defibrillator surgically fitted last year to help deal with an irregular heartbeat.
9,"Farid El Alagui's header is enough for Ayr United to beat Raith Rovers, who bizarrely had to play midfielder Ryan Stevenson as goalkeeper."
9,World number one Andy Murray beats Tunisia's Malek Jaziri at the Dubai Championships in his first match for six weeks.
9,Jonathan Joseph is recalled to the England squad for their training camp ahead of next weekend's Six Nations meeting with Scotland.
9,Blackburn Rovers boost their Championship survival chances with a gutsy victory over Derby County at Ewood Park.
6,U.S. Supreme Court Justice Ruth Bader Ginsburg always hugged President Barack Obama before his speeches to Congress. She doesn’t even plan to attend President Donald Trump’s first one.
3,Chinese parcel billionaires have amassed a total net worth of about $47 billion.
10,Travis Kalanick tells a driver to take responsibility for his problems and boasts about a tough culture.
13,"Donald Trump’s first five weeks on the job have been pretty good for the stock market. By one measure, investors haven’t seen anything yet."
13,"Oscar Insurance Corp., the startup trying to reinvent medical insurance with its Obamacare-focused plans, lost more than $200 million on the products in 2016 as it heads into a year that may see the undoing of the health law."
13,House Speaker Paul Ryan has won over an unlikely ally to salvage his controversial tax plan: Steve Bannon.
13,There are plenty of reasons to buy into Snap Inc.’s initial public offering. The larger question is whether investors will want to stick around.
13,"Time Inc. asked potential suitors to submit acquisition offers by next week, according to people familiar with the matter."
6,"Former Kentucky Gov. Steve Beshear responds to  the President's address to Congress, questioning Trump's plan for the Affordable Care Act and urging him to unify American citizens."
6,"CNN political commentator Van Jones said that the moment when President Donald Trump addressed Carryn Owens, the widow of slain US Navy SEAL William ""Ryan"" Owens, was a crucial moment."
6,"President Trump praises the American military and honors Carryn Owens, the widow of William ""Ryan"" Owens who was a Navy SEAL killed in a late-January raid in Yemen."
13,A newly published video clip of Uber CEO Travis Kalanick may offer the world's first glimpse into his thinking about businesses that compete with his..
10,"Google has quietly launched a new video conferencing application called Meet by Google Hangouts, which is designed for HD video meetings. The web and mobile.."
10,"After a year of rumors, YouTube is finally drawing back the curtain on its latest play for entertainment industry domination -- a live TV service. At the.."
10,"Amazon's S3 web-based storage service is experiencing widespread issues, leading to service that's either partially or fully broken on websites, apps and.."
15,Hundreds of Coptic Christians have fled Egypt’s northern Sinai region after a spate of so-called Islamic State attacks with seven people killed within two weeks.
9,"Phil Brown says a man of Roy Hodgson's stature ""can only be a benefit to Leicester City."""
3,The Chinese winter transfer window ends as Super League sides surpass the spending of their Premier League counterparts.
13,"The Dow Jones Industrial Average topped 21,000 for the first time, the dollar advanced and Treasuries fell as investors grew increasingly confident global economic growth is accelerating, clearing the path for higher interest rates in America."
6,Democrats call on Jeff Sessions to quit as he insists he did not mislead his confirmation hearing.
3,Saudi Arabia's king is visiting Indonesia and he's not travelling lightly.
3,"Before being accused in the death of Kim Jong-un’s half brother, Doan Thi Huong was one of millions of Southeast Asians living abroad in search of work."
6,"America's top prosecutor Jeff Sessions insists his confirmation testimony was ""honest and correct""."
9,England all-rounder Ben Stokes says he has grown up as his side prepare for a three-match ODI series against West Indies.
9,"A protest in Chile to encourage forward Alexis Sanchez to leave Arsenal, which was supposed to attract 14,000, was only attended by a handful of people."
9,"The drivers love the new cars, and the first week of testing in Barcelona has given us a picture of who is fast and who is not, writes Andrew Benson."
6,"Attorney General Jeff Sessions removed himself from investigations into Russian interference in American politics and contacts with associates of President Donald Trump, after the Justice Department acknowledged he had contacts with the Russian ambassador during the 2016 campaign."
13,"After star money manager Bill Gross left in 2014, Pacific Investment Management Co. seemed destined to fade from prominence and become just one of many firms that dot the U.S. bond-industry landscape. But then Dan Ivascyn, the man tapped to replace Gross, got hot."
13,Investor appetite for the first tech listing of the year boosted the fortunes of Evan Spiegel and Bobby Murphy.
13,"Spotify has surpassed 50 million subscribers, extending its lead over rivals Apple Music, SoundCloud and Google as the world’s largest paid music streaming service."
6,"The U.S. Air Force has opened a review of the propulsion systems used for Lockheed Martin Corp.’s military satellites after an undisclosed problem during a recent attempt to boost one into orbit, according to the service."
13,Goldman Sachs Group Inc.’s dealmakers endured job cuts and a tough bonus season. Then the penny pinchers turned to their beloved phones.
17,"It’s been a great year for the rich, a terrible year for Uber, and did you know you can lease a dog?"
13,"While the world’s attention has been gripped by politics in the U.S. and Europe in recent weeks, China has been quietly cementing its newfound influence on financial markets."
13,It’s not easy to win back customers’ trust after your product bursts into flames. But it can be done.
6,Rex Tillerson’s effectiveness depends on his shedding some of the instincts that led to his hire.
6,Top Democrats have called for US Attorney General Jeff Sessions to resign after it emerged he failed to disclose meetings with a Russian diplomat
6,President Donald Trump's senior aide Jared Kushner and ousted adviser Michael Flynn met with the Russian ambassador to the United States at a time when the Trump administration's relationship with the Russians was under close scrutiny.
6,"Capitol Hill has been dominated Thursday by a disagreement over what, if any, steps Attorney General Jeff Sessions should take after it surfaced that he spoke with the Russian ambassador to the US during last year's campaign."
6,"With every new revelation about contacts between the Trump campaign and Russians, it becomes clearer that it's  time for Congress to set up a bipartisan select committee to investigate, Julian Zelizer says."
6,"During the 2016 campaign, Jeff Sessions called on then-Attorney General Loretta Lynch to recuse herself from the investigation into Hillary Clinton's use of a private email server and to appoint a special prosecutor in the case."
6,"Vice President Mike Pence routinely used a private email account to conduct public business as governor of Indiana, according to reports from Indystar. CNN's John Berman reports."
6,"Kentucky Republican Sen. Rand Paul marched to the House side of the Capitol Thursday morning, knocked on a locked door and demanded to see a copy of the House's bill to repeal and replace the Affordable Care Act, which he believed was being kept under lock and key."
3,"In a paper released Wednesday night, the Trump administration hinted that it may not abide by rulings from the World Trade Organization, which would be a major shift from previous presidents."
3,"Several US officials told CNN Thursday that the US is now taking action to locate and monitor hundreds of people or ""contacts"" found as part the intelligence retrieved during the deadly raid last month in Yemen targeting al Qaeda in the Arabian Peninsula."
4,The actor has been named the official guest speaker for the University of Southern California’s 134th graduation ceremony on May 12.
4,Archie steals a Pussycat
4,"Tears, tributes, and too much Teddy"
4,The Alpha Vampire returns to take on the British Men of Letters
4,"Five new team members join the ranks of Team Adam, Team Blake, Team Alicia, and Team Gwen, but only one of them forces a judge to walk off the stage"
4,"Beauty and the Beast doesn’t hit theaters until March 17, but right now, you can catch a glimpse of Beauty, the Beast, Gaston, and the whole fantastical crew. Below, courtesy of the film&#821…"
4,Moviegoers will have to wait five extra months to see Jason Statham battle a massive prehistoric shark. Warner Bros. announced Thursday that its underwater thriller Meg has been delayed until Aug. …
4,"2 Chainz, Wiz Khalifa, Pitbull, and Camilia Cabello will also be on film’s album"
4,"How do you improve on classic books? Put a Harry Potter spin on them, of course! That’s exactly what Twitter users did Thursday with the hashtag #PotterABook. Fans of literature and J.K. Rowl…"
9,Get a summary of the Golden State Warriors vs. Chicago Bulls basketball game
9,"In an interview with ESPN, Warriors big man Draymond Green insists the team remains focused despite the loss of Kevin Durant for an extended period."
9,Get the latest NCAA college basketball bracketology breakdown from ESPN's Joe Lunardi
9,Stay up to speed during Championship Week as conference tourneys determine which teams earn automatic bids to the women's NCAA tournament.
9,"With four days of workouts about to get underway at the NFL combine, Mel Kiper and Todd McShay give out some players to watch and a few predictions."
9,"Myles Garrett, Leonard Fournette and David Njoku are just a few of the NFL prospects expected to showcase their athleticism in Indianapolis."
9,Katherine Keith has had to deal with more tragedy than anyone should. How she's kept going -- with Ironman competitions and elite dog-mushing races -- shows the extreme lengths she's gone to to handle the pain.
9,"Players like Brandon Crawford have leverage and can command top dollar at the bargaining table, but teams still score big values on these deals paying seven or eight figures."
9,Pitchers don't visit Dr. James Andrews for the magazines in his waiting room. Are the Red Sox about to lose their $217 million man?
4,Hello Labs will provide support and funding to smaller developers creating experimental projects.
4,"Paramount has hired Kubo and the Two Strings director Travis Knight to helm the Transformers spinoff movie, Bumblebee."
4,"Nintendo Switch How-To Guides - Nintendo Switch: Below is a list of tips and guides to help you get more out of your Nintendo Switch -- and solve annoying problems (for more on that, check out Prob..."
4,Nickelodeon has announced a new 2D animated Teenage Mutant Ninja Turtles series that will feature a more mystical New York City setting.
4,Amiibo Functionality - The Legend of Zelda: Breath of the Wild: Nintendo has confirmed that The Legend of Zelda: Breath of the Wild will be compatible with Amiibo and support Amiibo Functionality on both the Wii U...
4,A final look at both retail versions of The Legend of Zelda: Breath of the Wild.
4,"Just Dance 2017 is a fun dancing game, but it doesn't really teach you anything, and has an annoying paywall."
4,The Rogue One and Ip Man star has been tapped to star in an adaptation of Square Enix's Sleeping Dogs.
4,Jack Sparrow's chased by a new foe from beyond a watery grave.
4,The Bolivian government is officially unhappy with the country's depiction in the game.
13,"Snap Inc., the parent company of Snapchat, had a stellar first day in its public debut on the New York Stock Exchange, popping 44%. The.."
13,"Snap, the parent company of Snapchat, had a great day in its debut on the New York Stock Exchange. After pricing the IPO at $17 per share yesterday, the.."
10,"For the first time ever, the price of one bitcoin has surpassed the price of one ounce of gold. While today's swap can be attributed to a good day for.."
10,"AWS took a lot of heat when its S3 storage component went down for several hours on Tuesday, and rightly so, but today they published a.."
6,The announcement came after a day of rapid-fire developments that intensified pressure for a full investigation into Moscow’s meddling in the election.
6,"The president’s son-in-law and incoming national security adviser met with the ambassador, Sergey I. Kislyak, for 20 minutes at Trump Tower in December."
6,"What he did was as bad, if not worse, than Richard Kleindienst, Nixon’s attorney general."
6,Was the first lady’s outfit on Tuesday night a slyly mischievous response to the Democratic women who came clad in all white?
6,"Attorney General Jeff Sessions said Thursday he will recuse himself from involvement in any probe related to the Trump campaign, after lawmakers called for him to recuse himself from an investigation into alleged Russian interference in the election."
6,"Campaign-finance records show attorney general used campaign account, not official funds, for expenses to Cleveland, where he met Russia’s ambassador at an event."
6,"President Donald Trump’s eldest son Donald Trump Jr. was likely paid at least $50,000 for an appearance late last year before a French think tank whose founder and wife are allies of the Russian government in efforts to end the war in Syria."
13,"A year after oil magnate Aubrey McClendon died in an auto crash, lawyers in Oklahoma City are sifting through the tangle of obligations and assets he left behind, trying to determine if he died a wealthy man—or swamped by debt."
3,"The Iraqi military has found an obstacle course Islamic State built in an old railway tunnel near Mosul, where raw recruits crawled under barbed wire and scaled walls to begin their reshaping into seasoned fighters."
13,Snap shares surged 44% on their first day of trading Thursday as investors sought a piece of the biggest technology initial public offering in the U.S. since Alibaba made its debut in 2014.
3,The Alternative for Germany party is making headway with a message that an overemphasis on guilt over the Nazi era prevents national pride and hamstrings government policy.
13,Federal agents on Thursday raided three Caterpillar facilities in Illinois in search of any evidence that the machinery giant may have released false or misleading information about its financial documents and exports.
3,The European Union’s parliament on Thursday asked for the bloc to scrap visa-free travel for U.S. citizens within two months in retaliation for the U.S. continuing to exclude five EU countries from its no-visa regime.
13,Costco Wholesale Corp. is raising membership fees—the retailer’s main profit driver—after higher costs in the latest period offset strong sales during the holiday quarter.
6,"Sessions had been facing mounting pressure to step away from any investigations, after it was revealed he had talked to the Russian ambassador twice and not disclosed those contacts."
6,At least not with the evidence at hand.
6,"Trump said he has ‘total’ faith in his attorney general, who has quickly begun implementing the president’s vision in his first weeks on the job."
6,Sessions answers one big question — and raises a bunch more.
6,The controversy is exacerbated by Trump’s tendency to treat to personalize issues with broader implications.
6,Pence's private AOL account was hacked in 2016.
6,"It's too early for Pelosi to make such a sweeping statement, as the Sessions case is still unfolding."
3,The mass grave near the city of Mosul could be among the militants’ largest.
15,Family advocates say state and local laws requiring reimbursement for incarceration only add to children’s struggles.
6,Attorney General Jeff Sessions met with the Russian ambassador during Trump's campaign last year. Sessions recused himself from any investigation related to the presidential campaign.
6,Attorney General Jeff Sessions had a chaotic day at the office Thursday as he faced a barrage of criticism over newly revealed contacts with Russia’s ambassador to the U.S. and eventually rec…
6,The host joked that the politician could be ‘The World’s Oldest Living Boy’ at a traveling carnival
6,The intelligence community believes Russian hacking was meant to benefit Trump's campaign. The attorney general is not so sure.
17,Hospital attendances for sleep disorders in under-14s in England triple in 10 years.
6,The Democratic Unionist Party is narrowly returned as the biggest party but Sinn Féin is the biggest winner in the NI Assembly election.
3,"The UK could walk away without paying - but this might imperil a trade deal, peers say."
13,Daimler is recalling around one million vehicles worldwide because of the risk of fire.
3,A man suspected of involvement in Kim Jong-nam's death says he is the victim of a conspiracy.
15,The studio was being used by the BBC News channel but the intruders were not seen on air.
6,Councils and fire authorities are calling for the limit to be lowered in line with Scotland.
13,Councils in the capital will hand over hundreds of millions more to top up other local authorities.
13,"Households face largest rise in a decade on back of social care costs, say public finance experts."
3,"It has the ""worst view in the world"", the artist says, as it is next to Israel's controversial wall."
9,A century from England captain Eoin Morgan sets up a 45-run win over West Indies in the first one-day international in Antigua.
9,"Tony Bellew has been ""underestimated"" before his heavyweight fight with David Haye, says ex-world champion Richie Woodhall."
9,Rory McIlroy cards a stunning six-under-par 65 to take the lead at the halfway stage of the World Golf Championships event in Mexico.
9,Briton Andrew Pozzi wins gold in the 60m hurdles at the European Indoor Athletics Championships in Belgrade.
9,Andy Murray beats France's Lucas Pouille in straight sets to reach the final of the Dubai Championships for the second time.
9,Chris Wood scores twice as Leeds move to within a point of third place in the Championship after winning at Birmingham.
9,The chief executive of UK Sport says she will apologise to anyone who believes the agency is partly to blame for failings at British Cycling.
9,Manchester United boss Jose Mourinho says he is not the monster he was once portrayed as.
9,Exeter Chiefs move one point behind Premiership leaders Wasps with a hard-fought bonus-point win at Leicester Tigers.
9,Eilidh Doyle misses out but Laviai Nielsen qualifies for the 400m final at the European Indoor Athletics Championships in Belgrade.
3,The TSA reacts to a study that found weapons making it past security.
13,Tesla Inc. is losing key personnel as it races to bring the Model 3 -- its most critical electric sedan yet -- to market later this year.
13,"Federal Reserve Chair Janet Yellen left little doubt on Friday that the central bank will raise interest rates this month. More importantly, she dropped hints that it might end up having to increase them this year more than planned."
6,The White House says reform of controversial guest worker program 'is an issue we are closely and carefully looking at'
13,An Uber Technologies Inc. program used to counteract government officials attempting to conduct “sting” operations is drawing scrutiny amid a flurry of scandals plaguing the ride-hailing company.
13,New York (AP) -- Arnold Schwarzenegger said Friday that he's through with
13,"As the Trump administration sets to work gutting environmental regulations, the best weapon for battling climate change in the U.S. may be jobs."
13,"Venezuela tops the list once again, but it's the moves in the middle that matter"
13,The science is clear: Shared experiences are more valuable than shared consumption. Here are eight enlightening ways to turn your bonus into a trip that lasts a lifetime.
13,"If there’s one lesson Silicon Valley can learn from Snap Inc.’s trading debut, it’s that investors in initial public offerings are again willing to stomach the uncertainty of betting on hopeful, young companies."
6,Can an undocumented immigrant get kicked out of the United States without a court hearing? That's a key question at the heart of a controversial case that's become the latest lightning rod in the debate over the Trump administration's crackdown on illegal immigration.
6,"Romulo Avelica-Gonzalez, an undocumented immigrant from Mexico, was arrested near a Los Angeles school one of his daughters attends. The daughter wept as immigration agents took her handcuffed father away in a black car."
6,A woman reapplying for legal status is now detained. Her arrest came moments after she gave an immigration speech. CNN's Nick Valencia reports.
6,"Republican Sen. Lindsey Graham said what President Trump is doing with his immigration plan is a good thing because he is getting the ""bad hombres"" out."
6,Senate Judiciary Committee Chairman Chuck Grassley on Friday denied calls by his Democratic colleagues to bring Attorney General Jeff Sessions before the panel in the coming days to testify about his meetings with the Russian ambassador.
6,"President Donald Trump slammed Senate Minority Leader Chuck Schumer in a tweet on Friday, accusing him of having a relationship with Russian President Vladimir Putin and presenting a photo of the two leaders as evidence."
6,"Carter Page, the man once linked to then-candidate Donald Trump's foreign policy team, talks with CNN's Anderson Cooper about his relationship to the campaign."
6,"The Department of Homeland Security is considering a proposal to separate children from adults when they are trying to enter the country illegally at the southern border, a senior DHS official confirmed to CNN on Friday."
6,"A recent Department of Homeland Security intelligence assessment found that most foreign-born violent extremists do not arrive in the US radicalized, but become radicalized after living in the US for several years."
4,"Beginning Feb. 17, vote for your favorites each week below and listen to EW Morning Live (8 a.m-10 a.m.) on Sirius XM Radio channel 105 all month to hear the songs — and the heated debate. The winn…"
4,"There’s a world in which it’s easily fathomable that Dustin Lance Black could be the most furious person in the country today. Given All That’s Going On In America™, beneath an administration that’…"
4,Now is the time for true equality
4,"Caroline and Stefan get married, but there’s more than one surprise guest in Mystic Falls"
4,"At the world premiere of ‘Beauty and the Beast’ Thursday in Hollywood, Gad opened up about tackling the role of LeFou, whose relationship with the film’s villain Gaston has a new spin i…"
4,"This article originally appeared on PEOPLE.com. That’s a wrap! To document the last day of shooting Modern Family‘s season 8, star Sofia Vergara shared some behind-the-scenes cast photos of her “fa…"
4,And the ‘Late Show’ host does it with the perfect ‘Star Wars’ analogy
4,"Every week, Emerald City executive producers David Schulner and Shaun Cassidy will bring EW behind the scenes and explain the ins-and-outs of the new NBC dark fantasy series inspired by the Land of…"
4,"Mary’s putting out fires, literal and otherwise."
4,"Plus, Kellyanne Conway and Couchgate, and Attorney General Jess Sessions make their way into the musical montage"
9,"Follow live coverage of the Portland Timbers vs Minnesota United FC 2017 USA Major League Soccer, Regular Season football match."
9,"Duke's highs have been high, but the lows have been quite low. While North Carolina has been remarkably consistent. Will the Tar Heels split the season series and claim an outright ACC title?"
9,Stay up to speed during Champ Week as conference tourneys determine which teams will earn automatic bids to the NCAA tournament.
9,"The drills at the NFL combine boil down to two questions: Do the measurables mesh with the film? And which players triggered red flags with their results? From the 40 to the bench press, here are the numbers to know for each drill."
9,"By the time players run the 40-yard dash, they're worn down from the NFL combine gauntlet, which makes the pressure to perform all that much more daunting."
9, LA Galaxy reboot vs. new-look Dallas
9,Looking for the skinny on MLS in 2017? Search no further
9,"Which teams are set to rebound from unlucky 2016 campaigns, and which front-runners will fall back to the pack? We dig into the numbers to find out."
9,"The MVP race has mostly been a two-man battle, but the Cavs think it's time to add LeBron James' name as a third-party candidate."
4,All you need to know about the latest Nintendo Switch games and Deadpool 2 casting news in this week's stories you may have missed.
4,"Cauldrons - Horizon: Zero Dawn: Cauldrons are special dungeons in Horizon Zero Dawn. They're marked on your map with blue triangles, but are generally not truly revealed until you g..."
4,"From a surprise classic mutant to a missing iconic villain, these are the things you need to know about the final Wolverine movie."
4,"Team Tumbleseed, Team 17, Raw Fury, Vetrex Pop, and Nintendo's Damon Baker join the crew of NVC to talk about games coming to Switch."
4,"While we're cautious, we think that Destiny 2 only bringing your character's forward might be good news for improvements in the sequel."
4,Solve puzzles and flip the world in Zoink AB's spiritual successory to Stick it To The Man!
4,"Players who pre-purchase the game will get access to special items, including a Valve character accessory."
4,Keep in mind that the problems a console has at launch (or before that) aren't always permanent.
4,"Not all the games in 1-2-Switch are created equally, we ranked them all from worst to best."
4,"We caught up with Jean-Christophe Baillie, the creator of Dual Universe at GDC 2017."
10,"At World View's new headquarters in Tucson, Arizona, the paint is barely dry on a gleaming new structure located near the airport, and just down the road from.."
10,"Snap debuts as a public company in soaring IPO, AWS suffers major outage and Nokia is reviving Snake. These are the top tech headlines of the week explained."
10,"Uber is using a tool called ""Greyball"" to work identity requests made by certain users and deny them service, according to Mike Isaac reporting for the New.."
10,"Peter Thiel has been at Donald Trump's side since the Republican National Convention, guiding the then-candidate on technology policy and brokering a meeting.."
13,"Another day, another allegation against Uber. Keala Lusk, a former Uber software engineer, just posted to Medium her story of sexism, disrespect and.."
6,Obama administration officials scrambled to ensure intelligence of connections between the Trump campaign and Russian officials was preserved after they left office.
17,"After learning she doesn’t have long to live, a woman composes a dating profile for the man she will leave behind."
10,"A program uses data Uber collected to evade law enforcement in cities that resist the ride-hailing service, some current and former Uber employees said."
6,"Republicans excoriated Democrats for making “back-room deals” to pass the health law, but now they are being accused of violating vows of transparency."
6,The first casualty of Trump is truth.
4,A panoply of opinions take on the latest video game launch.
6,Mr. Sessions’s actions and the surrounding events.
13,"The Federal Reserve’s two most senior officials signaled the central bank is on course to pick up the pace of short-term interest-rate increases, with the next rise coming as soon as March and with more to come later this year."
6,"FBI Director James Comey is back in the crosshairs of Democrats, who say he hasn’t been forthcoming with congressional investigators probing alleged Russian interference to help Donald Trump in the U.S. election."
13,"A total of $124 billion has poured into ETFs in the first two months of 2017, the most aggressive start to a year since the industry was founded 24 years ago."
3,"As China’s National People’s Congress opens, bankruptcies of Chinese business have surged in the last two years, in a sign the state is beginning to take painful steps to trim the bloated industrial sector as it tries to rein in debt."
3,A mysterious gambler whose winning streak was blamed by Las Vegas Sands for denting profit at its newest property in Macau is proving elusive.
15,Call centers were hit in October by the largest-ever assault on the country’s highly vulnerable emergency-response system. It could happen again.
13,"The social media sector’s has-beens and never-weres, from Friendster and Myspace to Secret and Bebo, helped make shares in Snap Inc., parent of the messaging app Snapchat, seem so alluring"
6,"Vice President Mike Pence used a personal email account to communicate with staff about state business while he was Indiana’s governor, according to emails released by the state’s current governor."
15,A Missouri man accused of making threats against Jewish organizations was arrested in St. Louis and charged in New York with cyberstalking.
13,“Let your winners run” is one of the oldest adages in investing. One of the newest ideas is that the winners may be running away with everything.
6,The National Oceanic and Atmospheric Administration is in the crosshairs of the White House.
